Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,DollarsPerOz,Aroma,Flavor,Agtron Ext,Agtron Gnd,Roast_Level_num,Latitude,Longitude
Topeca Coffee Roasters,El Salvado Finca Ayatepeque Natural-Processed Pacamara,93,Oklahoma,El Salvador,Light,1.25,8,9,64,84,0,13.83,-88.92
Temple Coffee and Tea,Guatemala Hanupu,93,California,Guatemala,Medium,1.21,9,9,52,67,2,15.5,-90.25
Turnstile Coffee Roasters,Colombia Tolimas,95,New Jersey,Colombia,Medium,1.25,9,9,50,56,2,4.0,-72.0
Wood-Fire Roasted Coffee,Kenya Nyeri AB Gichatha-ini Signature Series,97,Nevada,Kenya,Medium,1.38,9,10,45,60,2,1.0,38.0
JBC Coffee Roasters,Kenya AA Nyeri Ndiaini Espresso,92,Wisconsin,Kenya,Medium-Dark,1.16,9,9,45,52,3,1.0,38.0
Conscious Cup Coffee Roasters,Ethiopia Harrar,94,Illinois,Ethiopia,Medium,1.28,9,9,48,70,2,8.0,38.0
JBC Coffee Roasters,Ethiopia Yirgacheffe Koke Coop FTO,92,Wisconsin,Ethiopia,Medium,1.16,8,9,45,60,2,8.0,38.0
JBC Coffee Roasters,Guatemala Quiche Chajulense FTO Espresso,91,Wisconsin,Guatemala,Medium,1.08,8,8,47,60,2,15.5,-90.25
Folgers,100% Colombian,75,Ohio,Colombia,Very Dark,0.7,6,4,0,36,4,4.0,-72.0
JBC Coffee Roasters,Guatemala Alotenango La Candelaria Espresso,90,Wisconsin,Guatemala,Medium,1.08,8,8,46,56,2,15.5,-90.25
Kuma Coffee,Panama Elida Estate,95,Washington,Panama,Medium-Light,1.17,9,9,54,80,1,9.0,-80.0
Kuma Coffee,El Salvador Nombre de Dios,94,Washington,El Salvador,Medium-Light,1.17,8,9,53,73,1,13.83,-88.92
Kuma Coffee,Ethiopia Yirgacheffe Kochere,93,Washington,Ethiopia,Medium,1.17,8,9,48,66,2,8.0,38.0
Gimme! Coffee,Colombia Finca San Luis Organic,91,New York,Colombia,Medium-Light,1.5,8,9,55,78,1,4.0,-72.0
Kuma Coffee,Guatemala El Injerto,90,Washington,Guatemala,Medium,1.17,9,8,48,68,2,15.5,-90.25
Caribou Coffee,Reindeer Blend,90,Minnesota,Indonesia,Medium-Dark,1.0,9,8,44,49,3,-5.0,120.0
Kuma Coffee,Panama Elida Estate Natural Process,94,Washington,Panama,Medium-Light,1.17,10,9,52,76,1,9.0,-80.0
Oak Cliff Coffee Roasters,Panama Elida: The Seasonal Tripel,92,Texas,Panama,Medium-Light,1.06,9,9,53,71,1,9.0,-80.0
Lexington Coffee Roasters,Bali Kintamani Organic Rainforest Alliance,91,Virginia,Indonesia,Light,1.0,9,8,63,94,0,-5.0,120.0
BeanFruit Coffee Co.,Ethiopia Sidamo Ardi,89,Mississippi,Ethiopia,Medium,1.0,8,8,48,64,2,8.0,38.0
Paradise Roasters,Ethiopia Yirgacheffe Kochere Micro-lot,92,Minnesota,Ethiopia,Medium,1.25,9,9,50,69,2,8.0,38.0
Espresso Havana,Espresso Havana,92,Minnesota,Ethiopia,Medium-Dark,1.16,9,8,40,47,3,8.0,38.0
Water Avenue Coffee Company,Kenya Karinga,95,Oregon,Kenya,Medium,1.67,9,10,52,67,2,1.0,38.0
Lexington Coffee Roasters,Ethiopia Sidamo Guji,94,Virginia,Ethiopia,Medium-Light,1.04,9,9,57,81,1,8.0,38.0
Lexington Coffee Roasters,Sumatra Mandheling Fair Trade Organic,91,Virginia,Sumatra,Medium-Light,1.15,8,9,53,79,1,-5.0,120.0
Wicked Joe,Organic Bali Kintamani Highlands,89,Maine,Indonesia,Medium,1.07,8,8,49,72,2,-5.0,120.0
Uncle Beanz,Organic El Salvador Las Lajas,90,New Jersey,El Salvador,Medium-Light,1.03,8,8,59,74,1,13.83,-88.92
Olympia Coffee Roasting,Organic Ethiopia Gedeo Worka (Natural-Processed),91,Washington,Ethiopia,Medium,1.33,9,9,48,68,2,8.0,38.0
Bard Coffee,Ethiopia Sidamo Oromia FTO,91,Maine,Ethiopia,Medium,1.24,9,9,47,61,2,8.0,38.0
Bird Rock Coffee Roasters,Costa Rica Finca Santa Lucia Organic,91,California,Costa Rica,Medium-Light,1.4,8,9,57,72,1,10.0,-84.0
JBC Coffee Roasters,Guatemala Quiche Chajulense Fair Trade Organic,91,Wisconsin,Guatemala,Medium-Light,1.08,8,8,58,74,1,15.5,-90.25
Bard Coffee,Ethiopia Sidama Union Fair Trade Organic,92,Maine,Ethiopia,Medium-Light,1.24,9,9,57,72,1,8.0,38.0
Coffee Bean International,Café Tierra Ethiopia Yirgacheffe Fair Trade Organic,92,Oregon,Ethiopia,Medium-Light,0.83,8,9,51,72,1,8.0,38.0
Wonderstate Coffee,Organic Ethiopia Worka Coop Natural Process,92,Wisconsin,Ethiopia,Medium-Light,1.1,8,9,55,74,1,8.0,38.0
DOMA Coffee Roasting Company,Organic Costa Rica Las Lajas Natural Process,93,Idaho,Costa Rica,Medium,1.28,9,9,47,62,2,10.0,-84.0
The Roasterie,Estate of Kenya,90,Kansas,Kenya,Medium-Dark,2.44,8,8,41,49,3,1.0,38.0
Bard Coffee,Honduras El Cielito Single Origin Espresso,90,Maine,Honduras,Medium,1.32,9,8,49,60,2,15.0,-86.5
JBC Coffee Roasters,Ethiopia Nigusie Lemma Natural Processed Single Origin Espresso,93,Wisconsin,Ethiopia,Medium-Dark,1.16,9,8,43,53,3,8.0,38.0
The WestBean Coffee Roasters,Guatemala Santa Isabel Natural Process SO Espresso,92,California,Guatemala,Medium-Dark,1.06,8,8,45,54,3,15.5,-90.25
Bard Coffee,Honduras Santa Barbara,90,Maine,Honduras,Medium,1.32,8,8,48,62,2,15.0,-86.5
Wonderstate Coffee,Kenya Gichathaini,92,Wisconsin,Kenya,Medium-Light,1.31,8,9,54,75,1,1.0,38.0
Heart Coffee Roasters,Kenya Gichathaini,92,Oregon,Kenya,Light,1.67,8,9,59,85,0,1.0,38.0
Victrola Coffee Roasters,Kenya Thika Chania Estate Natural Process,92,Washington,Kenya,Medium,1.94,9,9,46,63,2,1.0,38.0
Equator Coffees & Teas,Kenya AA Kangocho,92,California,Kenya,Medium,1.37,8,9,54,64,2,1.0,38.0
Willoughby's Coffee & Tea,Kenya AA Karogoto Microlot,92,Connecticut,Kenya,Medium,1.56,8,9,52,66,2,1.0,38.0
Terroir Coffee,Kenya Kangocho Full Flavor Roast,92,Massachusetts,Kenya,Medium-Light,1.9,9,9,54,73,1,1.0,38.0
Counter Culture Coffee,Kenya Karatu-Thika,93,North Carolina,Kenya,Medium,1.31,8,9,50,71,2,1.0,38.0
Four Barrel Coffee,Kenya Tekangu Ngunguru,93,California,Kenya,Medium-Light,1.75,9,9,53,72,1,1.0,38.0
Counter Culture Coffee,Kenya Thiriku,93,North Carolina,Kenya,Medium-Light,1.35,9,9,55,79,1,1.0,38.0
Strongtree Heirloom Organic Coffees,Kenya AA Kiaora Estate Full City Roast,94,New York,Kenya,Medium,1.06,9,10,47,56,2,1.0,38.0
Klatch Coffee,Kenya Giakanja,94,California,Kenya,Medium-Light,1.91,9,10,51,75,1,1.0,38.0
Coffea Roasterie,Kenya Karatu AA,95,South Dakota,Kenya,Medium,2.5,9,10,50,68,2,1.0,38.0
Gimme! Coffee,Kenya Kiandu,95,New York,Kenya,Medium-Light,1.92,8,10,54,81,1,1.0,38.0
Cafe Grumpy,Kenya Ruthagati,91,New York,Kenya,Medium-Light,1.75,8,9,52,74,1,1.0,38.0
Green Mountain Coffee,La Union Mexico Fair Trade Organic,90,Vermont,Mexico,Medium,1.62,8,8,47,65,2,23.0,-102.0
JBC Coffee Roasters,Kenya Kirinyaga Kii Peaberry Espresso,94,Wisconsin,Kenya,Medium-Dark,1.16,8,10,37,49,3,1.0,38.0
JBC Coffee Roasters,El Salvador Amarillo Yellow Bourbon,93,Wisconsin,El Salvador,Medium-Light,1.16,9,9,59,75,1,13.83,-88.92
JBC Coffee Roasters,El Salvador Los Alpes El Banco Pacamara Espresso,92,Wisconsin,El Salvador,Medium,1.16,9,9,47,55,2,13.83,-88.92
JBC Coffee Roasters,Guatemala Finca La Candelaria,92,Wisconsin,Guatemala,Medium-Light,1.08,9,8,59,75,1,15.5,-90.25
JBC Coffee Roasters,El Salvador Finca Los Alpes Tierra Fertil Pacamara,92,Wisconsin,El Salvador,Medium-Light,1.16,8,9,58,76,1,13.83,-88.92
JBC Coffee Roasters,El Salvador Finca Los Alpes El Banco Pacamara,90,Wisconsin,El Salvador,Light,1.16,9,8,63,81,0,13.83,-88.92
Bard Coffee,Bard 2.2 (espresso),92,Maine,Costa Rica,Medium,1.07,8,9,47,69,2,10.0,-84.0
Bird Rock Coffee Roasters,Sumatra Lake Tawar,94,California,Sumatra,Medium,1.31,9,10,49,56,2,-5.0,120.0
Bard Coffee,Bard 2.2,92,Maine,Costa Rica,Medium,1.07,8,9,47,69,2,10.0,-84.0
Caribou Coffee,Hojas de Otono,92,Minnesota,El Salvador,Medium-Dark,1.0,8,9,43,49,3,13.83,-88.92
Paradise Roasters,Colombia Cup of Excellence 2011 First Place Winner,93,Minnesota,Colombia,Medium-Light,6.5,9,9,57,68,1,4.0,-72.0
The Roasterie,Costa Rica Las Lajas Honey Process,92,Kansas,Costa Rica,Medium,1.55,8,9,46,57,2,10.0,-84.0
Barrington Coffee Roasting Co.,Guatemalan Puerta Verde,91,Massachusetts,Guatemala,Medium-Light,1.06,9,9,54,70,1,15.5,-90.25
Temple Coffee and Tea,Sumatra Lintong,93,California,Sumatra,Medium,1.17,9,9,48,62,2,-5.0,120.0
Temple Coffee and Tea,Costa Rica Santa Elena Espresso,93,California,Costa Rica,Medium,1.17,9,9,48,71,2,10.0,-84.0
Temple Coffee and Tea,Ethiopia Amaro Dernaye,91,California,Ethiopia,Medium-Light,1.42,8,8,55,67,1,8.0,38.0
Thanksgiving Coffee,Nicaragua Flor de Jinotega FTO,89,California,Nicaragua,Medium,1.08,8,8,49,55,2,13.0,-85.0
Cafe Grumpy,Nicaragua Santa Teresa,90,New York,Nicaragua,Medium-Light,1.33,8,8,58,77,1,13.0,-85.0
Counter Culture Coffee,Nicaragua 5 de Junio Maragojipe,91,North Carolina,Nicaragua,Light,1.06,9,8,64,80,0,13.0,-85.0
Muddy Dog Roasting,Mierisch Farms Pacamara Natural Process,93,North Carolina,Nicaragua,Medium,1.08,10,9,46,57,2,13.0,-85.0
True Beans Coffee Roasters,Nicaragua Wiwili Organic Micro Lot,93,California,Nicaragua,Medium-Light,0.92,8,9,54,76,1,13.0,-85.0
Stauf's Coffee Roasters,Nicaragua SHG,94,Ohio,Nicaragua,Medium,1.0,8,9,50,61,2,13.0,-85.0
Old Soul Co.,Kenya Kagumo PB Special Reserve Micro Lot,90,California,Kenya,Medium,1.67,8,8,47,69,2,1.0,38.0
Bard Coffee,Costa Rica Micro Lot “Pepe” Honey Processed,95,Maine,Costa Rica,Medium-Light,1.24,9,10,53,69,1,10.0,-84.0
Wicked Joe,Costa Rica Finca Las Gravileas Fair Trade Organic,92,Maine,Costa Rica,Medium-Light,1.07,9,8,55,70,1,10.0,-84.0
Bard Coffee,Costa Rica Finca Las Palomas,90,Maine,Costa Rica,Medium,1.07,8,8,48,64,2,10.0,-84.0
Bird Rock Coffee Roasters,Kenya Gichatha-Ini,92,California,Kenya,Medium,1.83,9,8,47,64,2,1.0,38.0
PT's Coffee Roasting Co.,Kenya Gichatha-Ini,92,Kansas,Kenya,Medium-Light,1.91,8,9,58,79,1,1.0,38.0
JBC Coffee Roasters,Ethiopia Yirgacheffe Koke Coop Fair Trade Organic,92,Wisconsin,Ethiopia,Medium-Light,1.16,8,9,59,79,1,8.0,38.0
JBC Coffee Roasters,Nicaragua Cinco De Junio Fair Trade Organic,90,Wisconsin,Nicaragua,Light,1.08,8,8,62,86,0,13.0,-85.0
Barrington Coffee Roasting Co.,Panama Gesha 2011,94,Massachusetts,Panama,Medium,3.12,9,10,53,68,2,9.0,-80.0
Barrington Coffee Roasting Co.,Rwanda Coopac,92,Massachusetts,Rwanda,Medium,1.0,9,9,48,63,2,-2.0,30.0
Paradise Roasters,Kenya “Karie” Micro-lot,92,Minnesota,Kenya,Medium,1.66,9,8,48,66,2,1.0,38.0
The WestBean Coffee Roasters,Guatemala Guaya’b,92,California,Guatemala,Medium,0.94,9,8,48,58,2,15.5,-90.25
Wonderstate Coffee,Rwanda Musasa,91,Wisconsin,Rwanda,Medium-Light,1.06,8,9,53,72,1,-2.0,30.0
Paradise Roasters,Mexico Chiapas Fair Trade,91,Minnesota,Mexico,Medium-Light,1.41,9,8,60,79,1,23.0,-102.0
Finger Lakes Coffee Roasters,Colombian Supremo,88,New York,Colombia,Medium-Dark,0.7,9,8,39,44,3,4.0,-72.0
Peerless Coffee and Tea,Kenya AA Dark,88,California,Kenya,Very Dark,0.84,8,8,29,31,4,1.0,38.0
Green Mountain Coffee,Fair Trade Organic Ethiopia Yirgacheffe,88,Vermont,Ethiopia,Medium,0.95,7,8,50,60,2,8.0,38.0
Tully's Coffee,Sumatra,88,Washington,Sumatra,Dark,0.79,8,8,37,40,4,-5.0,120.0
Eden Way Coffee,Thai Fully City Roast,88,Oregon,Thailand,Medium-Dark,0.62,7,8,44,51,3,15.0,100.0
Desert Sun Coffee Roasters,Honduras Coprocael,89,Colorado,Honduras,Medium-Light,0.92,8,8,60,78,1,15.0,-86.5
Counter Culture Coffee,Ethiopian Konga Yirgacheffe,89,North Carolina,Ethiopia,Medium,1.08,8,8,51,67,2,8.0,38.0
The Roasterie,Ethiopian Yirgacheffe,89,Kansas,Ethiopia,Medium-Dark,1.08,8,8,42,52,3,8.0,38.0
Tony's Coffees & Teas,El Salvador Finca San Joaquin,89,Washington,El Salvador,Light,1.17,7,8,63,82,0,13.83,-88.92
Montana Coffee Traders,Organic Ethiopia Yirgacheffe Peaberry,92,Montana,Ethiopia,Medium,1.25,8,9,50,60,2,8.0,38.0
Boyds Coffee,Ethiopian Sidamo 2,92,Oregon,Ethiopia,Medium-Dark,0.94,9,9,44,53,3,8.0,38.0
Cafe Grumpy,Kenya Gethembwini,95,New York,Kenya,Medium-Light,1.75,8,9,57,73,1,1.0,38.0
Coffea Roasterie,Guatemala El Injerto,91,South Dakota,Guatemala,Medium,1.25,8,9,54,61,2,15.5,-90.25
Mystic Monk Coffee,Guatemalan Antigua Sereno,91,Wyoming,Guatemala,Medium-Light,1.17,9,8,54,73,1,15.5,-90.25
Heart Coffee Roasters,El Salvador Finca El Carmen,90,Oregon,El Salvador,Light,1.21,8,8,66,80,0,13.83,-88.92
The Roasterie,Candelilla Costa Rican Peaberry,90,Kansas,Costa Rica,Medium,0.99,8,8,48,64,2,10.0,-84.0
Bird Rock Coffee Roasters,Colombia Finca Cerro Azul,95,California,Colombia,Medium-Light,2.38,9,9,57,68,1,4.0,-72.0
Mystic Monk Coffee,Ethiopia Yirgacheffe Organic Fair Trade,92,Wyoming,Ethiopia,Medium,1.17,8,9,47,59,2,8.0,38.0
Lexington Coffee Roasters,Guatemala SHB El Injertal Estate,90,Virginia,Guatemala,Medium-Light,1.04,8,8,53,69,1,15.5,-90.25
Temple Coffee and Tea,Sumatra Aceh Gold,93,California,Sumatra,Medium,1.12,9,9,50,57,2,-5.0,120.0
Temple Coffee and Tea,Colombia Camilio Torres,91,California,Colombia,Medium-Light,1.21,8,9,56,69,1,4.0,-72.0
Paradise Roasters,Colombia La Esperanza Micro-lot,91,Minnesota,Colombia,Medium-Light,1.58,8,9,57,70,1,4.0,-72.0
Paradise Roasters,Sumatra La Minita Aceh Gold,93,Minnesota,Sumatra,Medium,1.16,9,9,45,58,2,-5.0,120.0
Kaldi's Coffee,Burundi Kinyovu,90,Missouri,Burundi,Medium,0.92,8,8,47,57,2,-3.5,30.0
Intelligentsia Coffee,Peru Cruz Del Sur,90,Illinois,Peru,Medium,1.12,8,8,52,65,2,-10.0,-76.0
Velton's Coffee,Mexico Nayarita,90,Washington,Mexico,Medium,0.88,8,8,47,59,2,23.0,-102.0
Cafe Grumpy,Single Origin Espresso Colombia El Paraiso Farm,91,New York,Colombia,Medium,1.83,8,8,54,65,2,4.0,-72.0
Novo Coffee,Ethiopia Anyetsu Espresso,91,Colorado,Ethiopia,Medium,1.17,9,9,52,65,2,8.0,38.0
Muddy Dog Roasting,Brazil Moreninha Formosa Raisin,92,North Carolina,Brazil,Medium,1.18,9,8,49,56,2,-10.0,-55.0
Olympia Coffee Roasting,Burundi Kiryama Micro Lot,93,Washington,Burundi,Medium-Dark,1.14,8,9,43,51,3,-3.5,30.0
Terroir Coffee,Ethiopia Yirgacheffe Addis Ketema North Italian Espresso Roast,94,Massachusetts,Ethiopia,Medium,1.33,9,9,50,59,2,8.0,38.0
Terroir Coffee,Guatemala La Conception,95,Massachusetts,Guatemala,Medium,1.41,8,10,53,59,2,15.5,-90.25
Terroir Coffee,Kenya Ndiara,94,Massachusetts,Kenya,Medium,1.54,9,10,52,68,2,1.0,38.0
Terroir Coffee,Burundi Kiryama,92,Massachusetts,Burundi,Medium,1.29,8,9,53,68,2,-3.5,30.0
Temple Coffee and Tea,Bolivia Familia Miranda,92,California,Bolivia,Medium-Light,1.29,8,9,56,72,1,-17.0,-65.0
Lexington Coffee Roasters,Organic Ethiopia Yirgacheffe YCFCU,91,Virginia,Ethiopia,Medium,0.98,8,9,51,66,2,8.0,38.0
Lexington Coffee Roasters,Sumatra Mandheling Wahana Estate,91,Virginia,Sumatra,Medium-Dark,0.98,9,8,38,56,3,-5.0,120.0
Atomic Cafe Coffee Roasters,Tanzania Peaberry Tudeley Estate,90,Massachusetts,Tanzania,Medium,0.94,8,8,47,66,2,-6.0,35.0
Rex Roasting,Panama H2,89,Indiana,Panama,Medium,1.33,8,8,52,66,2,9.0,-80.0
Atomic Cafe Coffee Roasters,Rwanda Peaberry Coopac,89,Massachusetts,Rwanda,Medium,1.16,8,8,47,60,2,-2.0,30.0
PT's Coffee Roasting Co.,Burundi Kayanza Gatore Lot 3,91,Kansas,Burundi,Medium,1.17,8,9,52,67,2,-3.5,30.0
Coffea Roasterie,Burundi Kayanza Kiryama Micro Lot,93,South Dakota,Burundi,Medium,1.31,8,9,50,60,2,-3.5,30.0
Mystic Monk Coffee,Papua New Guinea Boroida A,90,Wyoming,Guinea,Medium,1.17,8,8,48,59,2,11.0,-10.0
PT's Coffee Roasting Co.,Kenya Thiriku Top Auction Lot,95,Kansas,Kenya,Medium,1.69,9,9,54,64,2,1.0,38.0
Bird Rock Coffee Roasters,Ecuador Rosa Abad,90,California,Ecuador,Medium-Light,1.15,9,8,52,71,1,-2.0,-77.5
Green Mountain Coffee,Kona Kama Lei Special Reserve,91,Vermont,Hawaii,Medium,1.5,8,9,53,66,2,19.8968,-155.5828
Bard Coffee,Honduras Cup of Excellence Lot #17,91,Maine,Honduras,Medium,1.6,8,9,52,64,2,15.0,-86.5
Temple Coffee and Tea,Brazil Rodomunho Natural Espresso,93,California,Brazil,Medium,1.12,9,9,55,64,2,-10.0,-55.0
Temple Coffee and Tea,Rwanda Musasa Red Bourbon,90,California,Rwanda,Medium,1.29,8,8,51,66,2,-2.0,30.0
Bird Rock Coffee Roasters,Bolivia Carmelo Yujra,93,California,Bolivia,Medium,1.15,9,9,52,67,2,-17.0,-65.0
Cafe Grumpy,Bolivia Familia Miranda,92,New York,Bolivia,Medium,1.5,8,9,54,67,2,-17.0,-65.0
Hula Daddy,Extra Fancy Kona Coffee Medium Roast,94,Hawai,Hawaii,Medium-Light,2.5,10,10,55,71,1,19.8968,-155.5828
JBC Coffee Roasters,New Guinea Peaberry Goroka Waghi,92,Wisconsin,Guinea,Medium-Light,1.0,8,9,53,74,1,11.0,-10.0
JBC Coffee Roasters,New Guinea Onaka Agoga,93,Wisconsin,Guinea,Light,1.08,9,9,62,80,0,11.0,-10.0
Rex Roasting,Ethiopia Amaro Gayo Natural,91,Indiana,Ethiopia,Medium,1.33,9,9,49,68,2,8.0,38.0
Lexington Coffee Roasters,Organic Costa Rica La Amistad Estate,90,Virginia,Costa Rica,Medium-Light,1.02,8,8,56,70,1,10.0,-84.0
Mystic Monk Coffee,Burundi Ngoma,92,Wyoming,Burundi,Medium-Dark,1.17,9,9,44,55,3,-3.5,30.0
Paradise Roasters,El Salvador San Alonso,92,Minnesota,El Salvador,Medium,1.25,8,9,49,57,2,13.83,-88.92
Paradise Roasters,El Salvador El Optimisimo,91,Minnesota,El Salvador,Medium,1.16,9,8,47,56,2,13.83,-88.92
Wonderstate Coffee,Kenya Ruarai,91,Wisconsin,Kenya,Medium,1.48,8,9,48,66,2,1.0,38.0
Coffea Roasterie,El Salvador La Montana Pacamara,94,South Dakota,El Salvador,Medium,1.31,9,10,55,61,2,13.83,-88.92
Cafe Excellence,Serendipity Blend,92,Pennsylvania,Ethiopia,Medium,0.88,9,9,48,62,2,8.0,38.0
Cafe Excellence,French Roast,87,Pennsylvania,Brazil,Very Dark,0.83,8,8,30,34,4,-10.0,-55.0
Coffee By Design,Ethiopia Yirgacheffe YCFCU Co-Op,92,Maine,Ethiopia,Medium-Dark,0.88,9,9,43,57,3,8.0,38.0
The Roasterie,Panama Don Pepe Honey Processed,91,Kansas,Panama,Medium-Dark,0.92,8,9,41,48,3,9.0,-80.0
JBC Coffee Roasters,Costa Rica Tres Rios,90,Wisconsin,Costa Rica,Medium-Light,1.0,8,9,60,77,1,10.0,-84.0
Coffee By Design,Guatemala Antigua La Flor del Cafe,88,Maine,Guatemala,Medium-Dark,0.83,8,8,42,55,3,15.5,-90.25
Coffee By Design,Colombia Jardin Finca El Boton Maragogype Peaberry,87,Maine,Colombia,Medium-Dark,0.9,8,7,43,53,3,4.0,-72.0
Tas Kafe,Dominican Republic,88,New York,Dominica,Medium-Dark,1.06,8,8,40,45,3,15.42,-61.33
Thanksgiving Coffee,Mocha Java,90,California,Ethiopia,Medium-Dark,1.0,9,8,40,46,3,8.0,38.0
Cup to Cup Coffee Roasters,Brazil Alta Mogiana Peaberry,90,Georgia,Brazil,Medium-Dark,0.75,8,9,38,54,3,-10.0,-55.0
Caribou Coffee,Sumatra Samosir Batak,90,Minnesota,Sumatra,Dark,0.87,9,9,32,40,4,-5.0,120.0
DOMA Coffee Roasting Company,Costa Rica Las Lajas Natural,93,Idaho,Costa Rica,Medium,0.91,9,9,47,60,2,10.0,-84.0
Buddha's Cup,Estate Grown Kona Medium Roast,89,Hawai,Hawaii,Medium,1.69,8,8,47,58,2,19.8968,-155.5828
Wonderstate Coffee,Organic Espresso Origin Ethiopian Sidama,92,Wisconsin,Ethiopia,Medium,1.23,9,9,51,67,2,8.0,38.0
"Conservatory for Coffee, Tea and Cocoa",Colombia Huila El Miradorcito,92,California,Colombia,Medium,0.94,8,9,48,55,2,4.0,-72.0
Temple Coffee and Tea,Kenya Kagongo Peaberry,95,California,Kenya,Medium,1.58,9,9,45,59,2,1.0,38.0
PT's Coffee Roasting Co.,Kenya Peaberry,92,Kansas,Kenya,Medium,1.55,9,9,45,66,2,1.0,38.0
PT's Coffee Roasting Co.,Rwanda Tegibanze Innocent COE Lot 17,92,Kansas,Rwanda,Medium,2.07,8,9,50,67,2,-2.0,30.0
Temple Coffee and Tea,Costa Rica La Candelilla,91,California,Costa Rica,Medium,1.33,8,9,50,62,2,10.0,-84.0
PT's Coffee Roasting Co.,El Salvador La Pinera COE Lot 11,91,Kansas,El Salvador,Medium,1.95,8,9,48,58,2,13.83,-88.92
Temple Coffee and Tea,Kenya Kariaini AA 892,91,California,Kenya,Medium,1.46,8,9,48,60,2,1.0,38.0
Paradise Roasters,Dominican Republic Caturra,91,Minnesota,Dominica,Medium,1.58,8,9,46,57,2,15.42,-61.33
Paradise Roasters,Dominican Republic Pacamara,90,Minnesota,Dominica,Medium,1.99,8,8,49,63,2,15.42,-61.33
Atomic Cafe Coffee Roasters,Kenya Peaberry Muthunzunni Estate,95,Massachusetts,Kenya,Medium-Dark,1.16,9,9,43,54,3,1.0,38.0
Barefoot Coffee Roasters,Ethiopia Yirgacheffe YCFCU Growers’ Union,93,California,Ethiopia,Medium,1.08,9,9,50,64,2,8.0,38.0
Terroir Coffee,Kenya Kangunu,95,Massachusetts,Kenya,Medium,1.75,9,10,50,66,2,1.0,38.0
Terroir Coffee,Guatemala Pulcal,93,Massachusetts,Guatemala,Medium,1.33,9,9,51,70,2,15.5,-90.25
Noble Coffee Roasting,Ethiopian Layo Teraga,90,Oregon,Ethiopia,Medium-Light,1.0,9,8,58,78,1,8.0,38.0
New Harvest Coffee Roasters,Ethiopia Yirgacheffe,90,Rhode Island,Ethiopia,Medium,0.81,8,9,47,55,2,8.0,38.0
Matt's Wood-Roasted Organic Coffee,Ethiopia Washed Sidamo,90,Maine,Ethiopia,Medium,0.91,8,8,45,70,2,8.0,38.0
Portola Handcrafted Coffee Roasters,Ethiopia Shakiso Microlot Organic,90,California,Ethiopia,Medium-Dark,1.06,8,8,44,57,3,8.0,38.0
Green Mountain Coffee,Ethiopia Yirgacheffe,90,Vermont,Ethiopia,Medium,0.85,8,8,49,60,2,8.0,38.0
Just Coffee,Ethiopia Yirgacheffe Light Roast,91,Wisconsin,Ethiopia,Medium-Light,0.74,8,9,58,71,1,8.0,38.0
Kaldi's Coffee Roasting,Ethiopia Koke Yirgacheffe,91,Missouri,Ethiopia,Medium,1.0,9,9,50,64,2,8.0,38.0
Wonderstate Coffee,Organic Ethiopian Sidama,92,Wisconsin,Ethiopia,Medium,1.23,9,9,52,59,2,8.0,38.0
Temple Coffee and Tea,Ethiopia Yirgacheffe,92,California,Ethiopia,Medium,1.12,9,8,50,66,2,8.0,38.0
Counter Culture Coffee,Ethiopia Harfusa Buna Ababa,93,North Carolina,Ethiopia,Medium,1.0,9,10,50,65,2,8.0,38.0
Terroir Coffee,Ethiopia Konga Co-op Yirgacheffe,95,Massachusetts,Ethiopia,Medium,1.33,9,9,50,66,2,8.0,38.0
Coffea Roasterie,Sulawesi Toarco AA,90,South Dakota,Indonesia,Medium,1.31,7,8,54,62,2,-5.0,120.0
Barrington Coffee Roasting Co.,Kenya AA Gandurine,93,Massachusetts,Kenya,Medium,1.22,9,9,51,68,2,1.0,38.0
PT's Coffee Roasting Co.,Hawaii Isla Kona Mauka,94,Kansas,Hawaii,Medium-Light,3.77,9,9,53,71,1,19.8968,-155.5828
Coffea Roasterie,Ethiopia Nekisse Espresso,94,South Dakota,Ethiopia,Medium,3.16,9,9,48,56,2,8.0,38.0
Paradise Roasters,Panama Mama Cata Geisha,95,Minnesota,Panama,Medium,4.4,9,9,47,62,2,9.0,-80.0
Paradise Roasters,Kona Blend,92,Minnesota,Ethiopia,Medium-Light,1.5,9,8,52,76,1,8.0,38.0
JBC Coffee Roasters,El Salvador Pacamara Finca Los Alpes The Bank,94,Wisconsin,El Salvador,Medium-Light,1.25,9,9,58,78,1,13.83,-88.92
JBC Coffee Roasters,El Salvador Yellow Bourbon Finca Los Alpes El Amarillo,93,Wisconsin,El Salvador,Medium-Light,1.0,8,9,58,74,1,13.83,-88.92
JBC Coffee Roasters,El Salvador Bourbon Finca Los Alpes La Punta,92,Wisconsin,El Salvador,Medium-Light,1.0,9,9,55,75,1,13.83,-88.92
Carrboro Coffee Roasters,Honduras El Pinabetal,89,North Carolina,Honduras,Medium-Dark,1.5,8,8,38,49,3,15.0,-86.5
Cartel Coffee Lab,El Salvador Finca Los Planes Lote La Lagunita,88,Arizona,El Salvador,Medium-Light,1.58,7,8,57,73,1,13.83,-88.92
Barefoot Coffee Roasters,Bolivia Flor Rosa COE 29,90,California,Bolivia,Medium,2.0,8,8,48,64,2,-17.0,-65.0
