Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Lexington Coffee Roasters,Kabirizi Rwanda,92,"Lexington, Virginia","Rubavu-Rutsiro, Rwanda.",Medium,51/65,$18.25/12 ounces,February2014,8,,9,9,8,,8
Lexington Coffee Roasters,Wahana Sumatra,91,"Lexington, Virginia","Lintong growing region, North Sumatra, Indonesia.",Medium-Light,54/68,$13.95/12 ounces,February2014,9,,8,9,8,,7
Lexington Coffee Roasters,Tolima Colombia,91,"Lexington, Virginia","Tolima Department, central Colombia",Light,63/79,$13.50/12 ounces,February2014,8,,8,9,8,,8
Lexington Coffee Roasters,Palanda Ecuador Organic,90,"Lexington, Virginia","Palanda, Loja Province, souther Ecuador.",Medium-Light,57/73,$16.95/12 ounces,February2014,8,,8,9,8,,7
Flight Coffee Co.,Kenya Kabare AB,95,"Bedford, New Hampshire","Nyeri growing region, south-central Kenya.",Light,64/84,$14.50/12 ounces,February2014,9,,9,9,9,,9
Flight Coffee Co.,Sumatra Wahana Natural Process,93,"Bedford, New Hampshire","Lintong growing region, North Sumatra, Indonesia.",Medium,54/66,$14.50/12 ounces,February2014,9,,9,9,8,,8
Flight Coffee Co.,Peaberry Reserve,92,"Bedford, New Hampshire",Brazil; Kenya; Tanzania.,Medium,50/70,$14.50/12 ounces,February2014,9,,8,9,8,,8
Victrola Coffee Roasters,Honduras Santa Barbara Beneficio San Vicente Caracolillo,93,"Seattle, Washington","Santa Barbara Department, Honduras.",Medium,52/66,$18.75/12 ounces,February2014,9,,8,9,8,,9
Temple Coffee and Tea,Kenya Makwa AB,95,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium,51/59,$16.00/12 ounces,February2014,9,,8,10,9,,9
Mystic Monk Coffee,Monk-Shot Tanzanian Peaberry (K-Cup compatible),88,"Clark, Wyoming",Tanzania,Very Dark,0/60,$11.99/10 single-serve capsules,February2014,8,,7,8,8,,7
Bicerin Coffee,Grade 1 Espresso Blend,91,"Toronto, Ontario, Canada",Peru; Ethiopia.,Medium-Dark,41/52,CAD $15.00/12 ounces,February2014,9,,8,9,7,8,
Temple Coffee and Tea,El Salvador Santa Elena Honey Pacamara,94,"Sacramento, California","Chalatenango, El Salvador",Medium-Light,55/68,$19.00/12 ounces,February2014,9,,8,9,9,,9
Temple Coffee and Tea,Ethiopia Yirgacheffe ECX Auction Lot,94,"Sacramento, California","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,56/71,$17.00/12 ounces,February2014,9,,8,9,9,,9
Temple Coffee and Tea,Guatemala El Diamante Patricia Diaz Microlot,93,"Sacramento, California","San Pedro Necta, Huehuetenango growing region, Guatemala.",Medium-Light,61/73,$18.00,February2014,9,,8,9,9,,8
PT's Coffee Roasting Co.,Farm Girl,91,"Topeka, Kansas",Not disclosed.,Medium-Light,56/76,$14.10/12 ounces,February2014,9,,8,9,8,,7
Torque Coffee,Apex Blend,91,"Vancouver, Washington",Not disclosed.,Medium-Light,58/83,$14.50/12 ounces,February2014,8,,8,9,8,,8
Madcap Coffee,Lake Effect,91,"Grand Rapids, Michigan",Ethiopia; Kenya.,Medium-Light,60/73,$18.00/12 ounces,February2014,8,,8,9,8,,8
Chromatic Coffee,Gamut Espresso (reviewed for drip applications),91,"San Jose, California",Brazil; Ethiopia; El Salvador.,Medium,52/66,$16.00/12 ounces,February2014,8,,8,9,9,,7
Tony's Coffees & Teas,Ganesha Espresso (reviewed for drip applications),92,"Bellingham, Washington",Not disclosed.,Medium,51/62,$14.99/16 ounces,February2014,8,,9,9,9,,7
Blue Bottle Coffee,Three Africans,93,"Oakland, California","Yirgacheffe and Sidamo (also Sidama) growing regions, southern Ethiopia; Uganda.",Medium-Light,58/68,$17.50/16 ounces,February2014,9,,9,9,8,,8
Beansmith Coffee,Peru Cajamarca,91,"Omaha, Nebraska","Cajamarca growing region, Peru.",Medium-Light,58/71,$12.95/12 ounces,January2014,8,,8,9,8,,8
Crimson Cup Coffee and Tea,Organic Bali Kintamani Natural,90,"Columbus, Ohio","Central Bali, Indonesia",Light,73/99,$15.95/12 ounces,January2014,8,,9,9,8,,8
Big Shoulders Coffee,Kenya Kalilani,93,"Chicago, Illinois",South-central Kenya.,Medium-Light,60/73,$17.50/12 ounces,January2014,9,,8,9,8,,9
Crimson Cup Coffee and Tea,Ethiopian Sidamo Kellenso,92,"Columbus, Ohio","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,68/85,$16.95/12 ounces,January2014,9,,8,9,8,,8
PT's Coffee Roasting Co.,Kenya Ndaroini Nyeri,93,"Topeka, Kansas","Nyeri growing region, south-central Kenya.",Medium-Light,55/75,$20.45/12 ounces,January2014,9,,8,9,8,,9
Flight Coffee Co.,Ethiopia Zonegediyo Kochere Yirga Cheffe,93,"Bedford, New Hampshire","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,54/70,$14.50/12 ounces,January2014,9,,8,9,9,,8
Thirty-Thirty Coffee Co.,Big Papua Espresso,92,"Peoria, Illinois","Western Highlands, Papua New Guinea; Huehuetenango, Guatemala.",Medium-Light,55/70,$16.50/12 ounces,January2014,8,,8,9,8,9,
Blueprint Coffee,Aramo Grade 1 Ethiopia Yirgacheffe Natural,93,"St. Louis, Missouri","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,60/77,$20.00/12 ounces,January2014,,,9,8,9,8,9
Topeca Coffee Roasters,Colombia Guadalupe,89,"Tulsa, Oklahoma","Huila Department, southern Colombia.",Medium-Light,60/78,$10.99/12 ounces,January2014,8,,8,8,8,,7
Spyhouse Coffee Roasters,Orion Espresso Blend,92,"Minneapolis, Minnesota",Brazil; Guatemala; Ethiopia.,Medium,56/65,$16.00/12 ounces,January2014,8,,8,9,8,9,
Water Avenue Coffee,Guatemala Finca Santa Isabel,92,"Portland, Oregon","Coban growing region, Guatemala.",Medium-Light,55/71,$16.00/12 ounces,January2014,9,,8,9,8,,8
Spyhouse Coffee Roasters,Borena Ethiopia,92,"Minneapolis, Minnesota","Borena Zone, Yirgacheffe growing region, souther Ethiopia.",Medium-Light,62/75,$16.00/12 ounces,January2014,9,,8,9,7,,9
Mt. Whitney Coffee Roasters,Kenya Nyeri Tegu,93,"Bishop, California","Nyeri growing region, south-central Kenya.",Medium,50/62,$18.95/12 ounces,December2013,9,,8,9,8,,9
Whipsaw Coffee Roasters,Konga Yirgacheffe Ethiopia,93,"Windsor, Ontario, Canada","Konga District, Yirgacheffe growing region, southern Ethiopia.",Light,65/87,CAD $20.00/340 grams,December2013,9,,9,9,8,,8
Kona Coffee Purveyors,Kona Extra Fancy,90,"Honolulu, Hawaii","Kona growing region, Big Island of Hawaii.",Medium,52/59,$45.00/16 ounces,December2013,8,,8,8,8,,8
The WestBean Coffee Roasters,Ethiopia Yirgacheffe Konga,92,"San Diego, California","Yirgacheffe growing region, southern Ethiopia.",Medium,46/57,$13.99/8 ounces,December2013,9,,8,9,7,,9
Temple Coffee and Tea,Panama Los Lajones Bambu Geisha,96,"Sacramento, California","Boquete growing region, western Panama",Medium-Light,57/78,$60.00/8 ounces,December2013,10,,8,10,9,,9
Gracenote Coffee Roasters,Kenya Githembe AA,92,"Berlin, Massachusetts",Central Kenya.,Medium,54/66,$18.00/12 ounces,December2013,9,,8,9,8,,8
Red Rock Roasters,Espresso Strata,92,"Albuquerque, New Mexico",Not disclosed.,Medium-Dark,42/47,$8.70/12 ounces,December2013,8,,9,9,8,8,
The Bantuan Coffee Foundation,Arabica Wild Kopi Luwak,92,"Utrecht, Netherlands","Northern Sumatra, Indonesia",Medium-Light,55/70,E 50.00/250 grams,December2013,9,,8,9,8,,8
Flight Coffee Co.,Holiday Blend,92,"Bedford, New Hampshire",Not disclosed,Medium-Light,59/79,$14.50/12 ounces,December2013,9,,8,9,8,,8
Compelling & Rich Coffee,Sumatra Aceh Takengon,93,"Beverly Hills, California","Northern Sumatra, Indonesia",Light,61/84,$13.00/8 ounces,December2013,9,,8,9,8,,9
Klatch Coffee,"Original Christmas, Nicks Holiday Favorite, Organic",93,"Los Angeles, California","Sidama and Yirgacheffe regions, Ethiopia.",Medium,47/61,$14.95/12 ounces,December2013,9,,9,9,7,,9
Olympia Coffee Roasting,Holiday Blend,93,"Olympia, Washington","Central Valley growing region, Costa Rica; Huila Province, Colombia.",Medium-Light,55/75,$17.25/12 ounces,December2013,9,,8,9,8,,9
Equator Coffees & Teas,Panama Finca La Mula Geisha Natural,94,"San Rafael, California","Boquete growing region, western Panama",Medium-Light,60/75,$49.95/8 ounces,December2013,9,,8,9,9,,9
Velton's Coffee,Holiday Blend,95,"Everett, Washington","Central Kenya; Toraja growing region, southwestern Sulawesi, Indonesia.",Medium-Light,56/78,$17.00/16 ounces,December2013,9,,9,9,9,,9
Wonderstate Coffee,Organic Ethiopian Yirgacheffe Idido,94,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,59/74,$15.75/12 ounces,December2013,9,,8,9,8,,10
Barrington Coffee Roasting Co.,Panama Gesha Perci Red,96,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,66/88,$72.45/12 ounces,December2013,10,,9,10,8,,9
Lexington Coffee Roasters,Kikai Kenya,95,"Lexington, Virginia","Bungoma region, western Kenya.",Medium,52/62,$14.50/12 ounces,December2013,9,,8,10,8,,9
Flight Coffee Co.,Sumatra Lintong Dolok Sanggul,93,"Bedford, New Hampshire","Dolok Sanggul, Lintong growing area, northern Sumatra, Indonesia",Medium-Light,55/69,$14.50/12 ounces,December2013,9,,8,9,8,,9
Flight Coffee Co.,El Salvador Finca Malacara Lot B,92,"Bedford, New Hampshire","Volcan de Santa Ana region, El Salvador.",Light,62/82,$14.50/12 ounces,December2013,9,,8,9,8,,8
Caribou Coffee,Real Inspiration Blend,89,"Minneapolis, Minnesota",Not disclosed.,Medium,52/58,$14.99/16 ounces,December2013,8,,8,8,8,,7
Paradise Roasters,S.O. Espresso Mexico Santa Teresa,93,"Ramsey, Minnesota","Chiapas State, Mexico",Medium-Dark,47/53,$11.95/12 ounces,December2013,9,,8,9,8,9,
Barrington Coffee Roasting Co.,Lycello Panama Gesha,92,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,61/85,$43.45/12 ounces,November2013,8,,8,9,9,,8
Temple Coffee and Tea,Kenya Gichuka AA,94,"Sacramento, California",Central Kenya.,Medium-Light,56/72,$17.00/12 ounces,November2013,9,,9,9,8,,9
Lexington Coffee Roasters,Kimel Papua New Guinea Peaberry,93,"Lexington, Virginia","Wahgi Valley, central Papua New Guinea.",Medium,50/68,$12.95/12 ounces,November2013,9,,8,9,8,,9
Lexington Coffee Roasters,Ethiopia Yirgacheffee Konga,93,"Lexington, Virginia","Konga District, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,54/68,$14.95/12 ounces,November2013,9,,9,9,8,,8
Kean Coffee,Espresso Blend,93,"Newport Beach, California",Not disclosed.,Medium-Dark,44/51,$14.25/12 ounces,November2013,8,,9,9,8,9,
Thirty-Thirty Coffee Co.,Kenya French Mission Oreti Estate,92,"Peoria, Illinois","Thika Plateau, central Kenya.",Medium,55/66,$29.00/12 ounces,November2013,9,,8,9,8,,8
Tony's Coffees & Teas,Ethiopia Kelenso Mokanisa,94,"Bellingham, Washington","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,59/73,$13.99/12 ounces,November2013,9,,9,9,8,,9
Tony's Coffees & Teas,Ganesha Espresso,94,"Bellingham, Washington",Not disclosed.,Medium,49/59,$13.99/16 ounces,November2013,9,,9,9,8,9,
Tony's Coffees & Teas,Guatemala Finca Bourbon Organic,93,"Bellingham, Washington","Chimaltenango Department, Guatemala.",Medium-Light,54/69,$13.99/12 ounces,November2013,9,,9,9,8,,8
Blueprint Coffee,Kagomoini Kenya,92,"St. Louis, Missouri","Nyeri growing region, south-central Kenya.",Medium-Light,55/74,$31.50/12 ounces,November2013,8,,9,9,8,,8
Bird Rock Coffee Roasters,Lennette Kenya,94,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium-Light,56/68,$17.99,November2013,9,,8,9,9,,9
Caribou Coffee,Lakeshore Blend Medium Roast,90,"Minneapolis, Minnesota",Not disclosed.,Medium-Dark,46/50,$14.99/16 ounces,November2013,8,,7,9,8,,8
Caribou Coffee,Sumatra Samosir Batak Medium Roast,89,"Minneapolis, Minnesota","Northern Sumatra, Indonesia",Medium-Dark,37/45,$14.99/16 ounces,November2013,8,,8,8,8,,7
Caribou Coffee,Daybreak Morning Blend Light Roast,88,"Minneapolis, Minnesota",Not disclosed.,Medium,55/63,$12.99/16 ounces,November2013,8,,8,8,7,,7
Caribou Coffee,Mocha Java Medium Roast,88,"Minneapolis, Minnesota",Not disclosed.,Medium-Dark,39/46,$14.99/16 ounces,November2013,8,,8,8,7,,7
CoffeeIndy.com,Single Origin Arabica Espresso,90,"Chiang Rai, Thailand","Chiang Rai, northern Thailand.",Medium-Dark,40/45,THB $600/1 kilogram,November2013,8,,8,9,7,8,
Atomic Cafe Coffee Roasters,Kenya AA Gakuyuni,93,"Salem, Massachusetts",Central Kenya.,Medium,53/67,$15.95/12 ounces,November2013,9,,8,9,8,,9
Dragonfly Coffee Roasters,Sidamo Natural Micro-Lot Reserve,92,"Boulder, Colorado","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,59/82,$12.00/8 ounces,November2013,8,,8,9,8,,9
Wonderstate Coffee,Organic Ethiopian Natural Process,92,"Driftless, Wisconsin","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,56/72,$15.75/12 ounces,November2013,9,,8,9,8,,8
Bird Rock Coffee Roasters,Ethiopia Natural Yirgacheffe,93,"La Jolla, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,60/79,$16.99/12 ounces,November2013,9,,8,9,8,,9
Yo el Rey Roasting,FTO Ethiopia Worka 3 Special Reserve,93,"Calistoga, California","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium,53/68,$21.50/16 ounces,November2013,9,,9,9,8,,8
Old Soul Co.,Ethiopia Aramo Natural,93,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia.",Light,64/89,$18.00/16 ounces,November2013,8,,9,9,8,,9
Barrington Coffee Roasting Co.,Nekisse Ethiopia Sidama,93,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,67/95,$28.95/12 ounces,November2013,9,,8,9,8,,9
Olympia Coffee Roasting,Ethiopia Banko Natural,94,"Olympia, Washington","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,58/75,$16.30/12 ounces,November2013,9,,9,9,8,,9
Mr. Espresso,Ethiopia Yirgacheffe Kochere Aricha,94,"Oakland, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,53/79,$12.10/12 ounces,November2013,9,,9,9,8,,9
Papa Lin's Coffee Roasting,Ethiopia Ninety Plus Nekisse Red,95,"Yorktown Heights, New York","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,49/66,$65.00/12 ounces,November2013,9,,9,9,9,,9
Caffe Luxxe,Guatemala El Tambor,93,"Santa Monica, California","Palencia, south-central Guatemala.",Medium-Light,58/75,$15.50/12 ounces,November2013,8,,8,9,9,,9
Paradise Roasters,Ethiopia Yirgacheffe Harfusa FTO,92,"Ramsey, Minnesota","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,61/77,$15.95/12 ounces,November2013,8,,9,9,8,,8
Green Mountain Coffee,100% Kona,90,"Waterbury, Vermont","Kona growing region, ""Big Island"" of Hawaii.",Medium,49/60,$24.99/10 ounces,October2013,8,,8,8,8,,8
Green Mountain Coffee,100% Kona (K-Cup),89,"Waterbury, Vermont","Kona growing region, ""Big Island"" of Hawaii.",Very Dark,0/51,$32.99/16 K-Cups,October2013,8,,7,8,8,,8
Green Mountain Coffee,Jamaica Blue Mountain,89,"Waterbury, Vermont","Central Blue Mountains, eastern Jamaica.",Medium,50/58,$24.99/10 ounces,October2013,8,,7,8,8,,8
Green Mountain Coffee,Jamaica Blue Mountain (K-Cup),89,"Waterbury, Vermont","Central Blue Mountains, eastern Jamaica.",Very Dark,0/55,$32.99/16 K-Cups,October2013,8,,8,8,7,,8
Lexington Coffee Roasters,Kenya Gachombe,92,"Lexington, Virginia","Baringo and Nakura Counties, central Kenya.",Medium,48/62,$18.95/12 ounces,October2013,9,,8,9,8,,8
Bird Rock Coffee Roasters,Makwa Kenya Nyeri,94,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium-Light,57/71,$17.99/12 ounces,October2013,9,,9,9,8,,9
Bird Rock Coffee Roasters,El Injerto Geisha,92,"La Jolla, California","Huehuetenango growing region, Guatemala.",Medium-Light,61/75,$25.00/8 ounces,October2013,9,,8,9,8,,8
Paradise Roasters,Panama Los Lajones Bambu Geisha Natural,94,"Ramsey, Minnesota","Boquete growing region, western Panama",Medium-Light,58/75,$59.95/8 ounces,October2013,9,,9,9,8,,9
Hula Daddy,100% Kona High Mountain Io Extra Fancy,94,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Medium-Light,55/75,$35.95/8 ounces,October2013,9,,9,9,8,,9
Victrola Coffee Roasters,Honduras El Cielito Finca Las Brisas,93,"Seattle, Washington","Santa Barbara Department, Honduras.",Medium-Light,57/74,$16.50/12 ounces,October2013,9,,9,9,8,,8
Mystic Monk Coffee,Thanksgiving Blend 2013,90,"Clark, Wyoming",Not disclosed.,Medium-Dark,46/54,$13.99/12 ounces,October2013,8,,8,9,8,,7
Temple Coffee and Tea,Sumatra Blue Batak Peaberry,94,"Sacramento, California","Lintong growing region, North Sumatra, Indonesia.",Medium,53/68,$16.50/12 ounces,October2013,9,,9,9,8,,9
Temple Coffee and Tea,Costa Rica Sonora Estate Honey Valencia,92,"Sacramento, California","Central Valley, Costa Rica.",Medium,52/63,$17.50/12 ounces,October2013,9,,8,9,8,,8
Temple Coffee and Tea,Panama Los Lajones Estate Lot 14,92,"Sacramento, California","Eastern slopes of Volcan Baru, western Panama.",Medium,51/59,$19.00/12 ounces,October2013,9,,8,9,8,,8
Bonlife Coffee,Ethiopia Tswana,92,"Cleveland, Tennessee",Southern Ethiopia.,Medium-Light,58/79,$14.95/8 ounces,October2013,9,,8,9,8,,8
Cafe Virtuoso,Ethiopia Worka,92,"San Diego, California","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium,51/63,$16.00/12 ounces,October2013,9,,8,9,8,,8
Water Avenue Coffee,Guatemala Finca San Jorge Maracaturra,92,"Portland, Oregon","Palencia, south-central Guatemala.",Light,64/81,$18.00/12 ounces,October2013,8,,8,9,8,,9
Evans Brothers Coffee Roasters,Organic Yirgacheffe Aylele,93,"Sandpoint, Idaho","Yirgacheffe growing region, southern Ethiopia.",Medium,52/64,$16.00/12 ounces,October2013,9,,9,9,8,,8
Topeca Coffee,Finca El Manzano Bourbon Natural El Salvador,93,"Tulsa, Oklahoma","Santa Ana growing region, El Salvador.",Light,72/87,$14.99/12 ounces,October2013,9,,8,9,8,,9
Hula Daddy,100% Kona Grown Brazilian Typica,93,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Medium,52/66,$59.95/16 ounces,October2013,9,,9,9,8,,8
Gracenote Coffee Roasters,Mexico Finca Kassandra Pacamara,94,"Berlin, Massachusetts","Vera Cruz growing region, Mexico.",Medium-Light,55/68,$17.00/12 ounces,October2013,9,,9,9,8,,9
Olympia Coffee Roasting,El Agulia Pacamara El Salvador,94,"Olympia, Washington","Santa Ana Region, El Salvador.",Light,63/82,$17.40/12 ounces,October2013,8,,9,9,9,,9
Papa Lin's Coffee Roasting,Panama Gesha Ninety Plus Perci Red,95,"Yorktown Heights, New York","Silla Del Pando, Volcan, Panama.",Medium,52/68,$65.00/12 ounces,October2013,9,,8,9,8,,10
Bard Coffee,Organic Ethiopia Yirgacheffe Zelele,91,"Portland, Maine","Yirgacheffe growing region, southern Ethiopia.",Medium,53/64,$19.50/12 ounces,October2013,8,,8,9,8,,8
Olympia Coffee Roasting,Guatemala El Socorro Maracaturra,93,"Olympia, Washington","Palencia, central Guatemala.",Medium-Light,56/77,$19.95/12 ounces,September2013,9,,9,9,8,,8
Flight Coffee Co.,Kenya Kirinyaga Karimikui Peaberry,95,"Bedford, New Hampshire","Karimikui growing region, central Kenya.",Medium,52/66,$14.50/12 ounces,September2013,10,,8,9,9,,9
Flight Coffee Co.,Ethiopia Sidama Deri Kochoha,94,"Bedford, New Hampshire","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,52/66,$13.50/12 ounces,September2013,9,,9,9,8,,9
JBC Coffee Roasters,Ulos Batak Sumatra,93,"Madison, Wisconsin","Northern Sumatra, Indonesia",Medium-Light,57/75,$13.99/12 ounces,September2013,9,,9,9,8,,8
Bird Rock Coffee Roasters,Haraaz Red Maragaha,92,"La Jolla, California","Haraz (also spelled Haraaz) growing region, north-central Yemen",Medium-Light,54/71,$19.99/8 ounces,September2013,8,,9,9,8,,8
Klatch Coffee,Guatemala Huehuetenango,91,"Los Angeles, California","Huehuetenango growing region, Guatemala.",Medium,52/66,$13.50/12 ounces,September2013,8,,8,9,8,,8
Cafe Kreyol,Zombie Desert 100% Organic Haitian Bleu,87,"Fairfax, Virginia.","Artibonite growing region, Haiti.",Medium-Dark,47/52,$14.99/12 ounces,September2013,8,,8,7,7,,7
Water Avenue Coffee,Ethiopia Yirgacheffe,94,"Portland, Oregon","Yirgacheffe growing region, southern Ethiopia.",Light,59/84,$15.00/12 ounces,September2013,9,,9,9,8,,9
Barefoot Coffee Roasters,Ichamara Kenya,93,"San Jose, California","Nyeri growing region, south-central Kenya.",Medium,53/68,$20.75/12 ounces,September2013,9,,9,9,8,,8
Water Avenue Coffee,El Salvador El Manzano,93,"Portland, Oregon","Santa Ana Region, El Salvador.",Light,65/82,$15.00/12 ounces,September2013,8,,9,9,9,,8
Bird Rock Coffee Roasters,Ethiopia Washed Yirgacheffe,92,"La Jolla, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,55/72,$16.99/12 ounces,September2013,9,,8,9,7,,9
Marley Coffee,One Love Ethiopia Yirgacheffe (RealCup capsule),89,"Fort Worth, Texas","Yirgacheffe growing region, southern Ethiopia.",Very Dark,0/47,$15.56/24 RealCup capsules,September2013,8,,8,8,7,,8
Brown Gold,100% Colombian (RealCup capsule),89,"Mississauga, Canada",Colombia,Very Dark,0/52,$25.71/48 RealCup capsules,September2013,8,,8,8,7,,8
Martinson Coffee,House Blend (RealCup capsule),88,"Mississauga, Canada",Not disclosed.,Very Dark,0/57,$25.80/48 RealCup capsules,September2013,8,,7,8,7,,8
Brown Gold,100% Peruvian (RealCup capsule),87,"Mississauga, Canada",Peru.,Very Dark,0/51,$26.52/48 RealCup capsules,September2013,7,,7,8,8,,7
Martinson Coffee,Donut Shop Blend (RealCup capsule),87,"Mississauga, Canada",Not disclosed.,Very Dark,0/65,$27.50/48 RealCup capsules,September2013,7,,8,8,7,,7
